timestamp,pdf_name,error
2025-07-03T00:40:48.311776,FL2500133_DiodesIncorporated_252_componentsearchengine.pdf,Connection error.
2025-07-03T00:40:49.764855,IRLML6401TRPBF_Infineon_366_componentsearchengine.pdf,Connection error.
2025-07-03T00:40:51.144291,LM4041AILT-1.2_STMicroelectronics_440_componentsearchengine.pdf,Connection error.
2025-07-03T00:40:52.574138,CSD95490Q5MC_TexasInstruments_154_componentsearchengine.pdf,Connection error.
2025-07-03T00:40:53.954094,ISL60002CIH312Z-TK_RenesasElectronics_370_componentsearchengine.pdf,Connection error.
2025-07-03T00:40:55.152852,74AUP1G08GW_NEXPERIA_1_alldatasheet.pdf,Connection error.
2025-07-03T00:40:56.527289,FXPS7550DI4ST1_NXPSemiconductors_277_componentsearchengine.pdf,Connection error.
2025-07-03T00:40:57.846681,IRF9310TRPbF.pdf,Connection error.
2025-07-03T00:40:59.121041,AD8513ARUZ-REEL_AnalogDevices_19_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:00.438732,NJD2873T4G_onsemi_62_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:01.654623,TLC555IDR_TexasInstruments_200_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:03.087302,SQ9945BEY-T1_BE3_Vishay_128_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:04.371968,MAX1617AMEE+_MAXIM_1_alldatasheet.pdf,Connection error.
2025-07-03T00:41:05.604016,74AHCT1G14GW_NXP_1_alldatasheet.pdf,Connection error.
2025-07-03T00:41:06.976773,74LVC244ABQ_NXP_2_alldatasheet.pdf,Connection error.
2025-07-03T00:41:08.321170,74ACT04MTCX_FAIRCHILD_0_alldatasheet.pdf,Connection error.
2025-07-03T00:41:09.684597,SQ9945BEY-T1_BE3_Vishay_9_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:10.929933,74LVTH125MTC_FairchildSemiconductorCorporation_0_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:12.431182,LM5060Q1MM_slash_NOPB__TexasInstruments_43_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:13.703990,SN74HC595PW_TexasInstruments_89_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:15.111181,PI3B3251LEX_PericomSemiconductorCorporation_130_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:16.597546,CAT24M01WI-GT3_onsemi_112_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:17.875326,74LVC244APW_NEXPERIA_4_alldatasheet.pdf,Connection error.
2025-07-03T00:41:19.200902,TL431AIDBZR_TexasInstruments_193_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:20.636153,BC847C_Nexperia_45_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:22.033719,LTC2850CMS8#PBF__AnalogDevices_58_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:23.468156,UCD7232RTJT_TexasInstruments_7_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:24.900616,74LVC244ABQ_NEXPERIA_3_alldatasheet.pdf,Connection error.
2025-07-03T00:41:26.323768,NL17SZ07DFT2G-F22038_onsemi_64_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:27.708415,1.5SMC400CA_MDE_2_alldatasheet.pdf,Connection error.
2025-07-03T00:41:28.996878,SN74LVC1G02DCKR_TexasInstruments_99_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:30.401790,BA00DD0WHFP-TR_ROHMSemiconductor_13_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:31.702345,MAX6101EUR+T_AnalogDevices_43_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:33.110096,NC7SZ11P6X_onsemi_35_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:34.557877,XAL6030-181MEC_COILCRAFT_2_alldatasheet.pdf,Connection error.
2025-07-03T00:41:35.898323,744325550_WURTH_1_alldatasheet.pdf,Connection error.
2025-07-03T00:41:37.371691,MX25L3206EM2I-12G_Macronix_13_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:38.802650,74FCT3807DPYGI_IDT_0_alldatasheet.pdf,Connection error.
2025-07-03T00:41:40.126257,LSF0101DRYR_TexasInstruments_457_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:41.397899,74LVC244APW_NXP_2_alldatasheet.pdf,Connection error.
2025-07-03T00:41:42.837023,PCA6408ABSHP_NXP_110_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:44.231060,MCP1702T-3302E_slash_CB__Microchip_8_componentsearchengine.pdf,Connection error.
2025-07-03T00:41:45.631108,XAL4020-102MEC_COILCRAFT_0_alldatasheet.pdf,Connection error.
2025-07-03T00:41:46.966505,1.5SMC400CA_UNSEMI_5_alldatasheet.pdf,Connection error.
2025-07-03T00:46:46.062892,7M25020008_TXCCorporation_4_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:47.474093,LM2735YMFX_slash_NOPB__TexasInstruments_19_componentsearchengine.pdf,Connection error.
